Region,2017,2015,2013,2011
TOTAL AP,57%,61%,62%,60%
TOTAL CEE,57%,58%,61%,62%
TOTAL LA,52%,55%,59%,61%
TOTAL MEA,56%,57%,59%,58%
TOTAL NA,16%,17%,19%,19%
TOTAL WE,26%,28%,29%,32%
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
