Country,2017,2015,2013,2011
Canada,$819,$893,"$1,089","$1,141"
Puerto Rico,$27,$28,$27,$44
United States,"$8,612","$9,095","$9,737","$9,773"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
